"sp","bin","n_oc","mst","n_suitable","species_count"
"Brachiopoda Janius_nobilis","Gorstian",NA,NA,NA,NA
"Brachiopoda Alaskospira_pseudopentameriformis","Gorstian",NA,NA,NA,NA
"Brachiopoda Brooksina_laptchensis","Gorstian",NA,NA,NA,NA
"Brachiopoda Brooksina_streisi","Gorstian",NA,NA,NA,NA
"Brachiopoda Conchidium_enticlivatus","Gorstian",NA,NA,NA,NA
"Brachiopoda Clorinda_bisulcifera","Gorstian",NA,NA,NA,NA
"Brachiopoda Gypidula_incipiens","Gorstian",NA,NA,NA,NA
"Brachiopoda Atrypinella_pseudogranulifera","Gorstian",NA,NA,NA,NA
"Brachiopoda Gypidula_opertostriata","Gorstian",NA,NA,NA,NA
"Brachiopoda Wyella_uralica","Gorstian",NA,NA,NA,NA
"Brachiopoda Cymbidium_kirki","Gorstian",NA,NA,NA,NA
"Brachiopoda Homoeospirella_multicostata","Gorstian",NA,NA,NA,NA
"Brachiopoda Janius_occidentalis","Gorstian",NA,NA,NA,NA
"Brachiopoda Nucleospira_lentilca","Gorstian",NA,NA,NA,NA
"Brachiopoda Plectatrypa_unicosta","Gorstian",NA,NA,NA,NA
"Brachiopoda Rhynchotreta_americaniformis","Gorstian",NA,NA,NA,NA
"Brachiopoda Septatrypa_zelia","Gorstian",NA,NA,NA,NA
"Brachiopoda Skenidioides_operosa","Gorstian",NA,NA,NA,NA
"Brachiopoda Vosmiverstum_breiveli","Gorstian",NA,NA,NA,NA
"Brachiopoda Whitfieldella_sulcatina","Gorstian",NA,NA,NA,NA
"Brachiopoda Atrypa_blodgetti","Gorstian",NA,NA,NA,NA
"Brachiopoda Atrypa_variabilis","Gorstian",NA,NA,NA,NA
"Brachiopoda Hercotrema_pentaforma","Gorstian",NA,NA,NA,NA
"Brachiopoda Thebesia_crassicostata","Gorstian",NA,NA,NA,NA
"Brachiopoda Spirigerina_copperi","Gorstian",NA,NA,NA,NA
"Brachiopoda Dicoelosia_parvifrons","Gorstian",NA,NA,NA,NA
"Brachiopoda Cyrtia_alatiformis","Gorstian",NA,NA,NA,NA
"Brachiopoda Merista_cuneatina","Gorstian",NA,NA,NA,NA
"Brachiopoda Salopina_delta","Gorstian",NA,NA,NA,NA
"Brachiopoda Spirinella_struszi","Gorstian",NA,NA,NA,NA
"Brachiopoda Eospinatrypa_bullata","Gorstian",NA,NA,NA,NA
"Brachiopoda Gypidula_simplex","Gorstian",NA,NA,NA,NA
"Brachiopoda Isorthis_boreaina","Gorstian",NA,NA,NA,NA
"Brachiopoda Pentlandina_harperi","Gorstian",NA,NA,NA,NA
"Brachiopoda Flabellitesia_kessei","Gorstian",NA,NA,NA,NA
"Brachiopoda Jonesea_cocksi","Gorstian",NA,NA,NA,NA
"Brachiopoda Pentlandina_lamelliformis","Gorstian",NA,NA,NA,NA
"Brachiopoda Ptychopleurella_angulaticostata","Gorstian",NA,NA,NA,NA
"Brachiopoda Ptychopleurella_lenzi","Gorstian",NA,NA,NA,NA
"Brachiopoda Eoplectodonta_paucicostellata","Gorstian",NA,NA,NA,NA
"Brachiopoda Liljevallia_amorpha","Gorstian",NA,NA,NA,NA
"Brachiopoda Morinorhynchus_miniparvicostellus","Gorstian",NA,NA,NA,NA
"Brachiopoda Clorinda_parvolinguifera","Gorstian",NA,NA,NA,NA
"Brachiopoda Epitomyonia_amplissima","Gorstian",NA,NA,NA,NA
"Brachiopoda Isorthis_microscapha","Gorstian",NA,NA,NA,NA
"Brachiopoda Pholidostrophia_lamellosa","Gorstian",NA,NA,NA,NA
"Brachiopoda Gracianella_rudicristata","Gorstian",NA,NA,NA,NA
"Brachiopoda Caryogyps_chattertoni","Gorstian",NA,NA,NA,NA
"Brachiopoda Caryogyps_grayi","Gorstian",NA,NA,NA,NA
"Brachiopoda Epitomyonia_clausula","Gorstian",NA,NA,NA,NA
"Brachiopoda Janius_exsul","Gorstian",NA,NA,NA,NA
"Brachiopoda Stegerhynchus_borealis","Gorstian",NA,NA,NA,NA
"Brachiopoda Ptychopleurella_rugiplicata","Gorstian",NA,NA,NA,NA
"Brachiopoda Dictyonella_gibbosa","Gorstian",NA,NA,NA,NA
"Brachiopoda Nucleospira_raritas","Gorstian",NA,NA,NA,NA
"Brachiopoda Leptaena_oklahomensis","Gorstian",NA,NA,NA,NA
"Brachiopoda Resserella_brownsportensis","Gorstian",NA,NA,NA,NA
"Brachiopoda Lissatrypa_henryhousensis","Gorstian",NA,NA,NA,NA
"Brachiopoda Lissostrophia_cooperi","Gorstian",NA,NA,NA,NA
"Brachiopoda Homoeospira_subgibbosa","Gorstian",NA,NA,NA,NA
"Brachiopoda Homoeospira_foerstei","Gorstian",NA,NA,NA,NA
"Brachiopoda Isorthis_arcuaria","Gorstian",NA,NA,NA,NA
"Brachiopoda Atrypa_tennesseensis","Gorstian",NA,NA,NA,NA
"Brachiopoda Dicoelosia_oklahomensis","Gorstian",NA,NA,NA,NA
"Brachiopoda Merista_oklahomensis","Gorstian",NA,NA,NA,NA
"Brachiopoda Whitfieldella_canalis","Gorstian",NA,NA,NA,NA
"Brachiopoda Dalmanella_lunata","Gorstian",NA,NA,NA,NA
"Brachiopoda Dalmanella_orbicularis","Gorstian",NA,NA,NA,NA
"Brachiopoda Chonetes_lepismus","Gorstian",NA,NA,NA,NA
"Brachiopoda Delthyris_elegans","Gorstian",NA,NA,NA,NA
"Mollusca Anodontopsis_securiformis","Gorstian",NA,NA,NA,NA
"Mollusca Paracyclas_perovalis","Gorstian",NA,NA,NA,NA
"Mollusca Orthonota_rigida","Gorstian",NA,NA,NA,NA
"Brachiopoda Schizotreta_tenuilamellata","Gorstian",NA,NA,NA,NA
"Brachiopoda Lingula_lamellata","Gorstian",NA,NA,NA,NA
"Brachiopoda Strophodonta_hoburgensis","Gorstian",NA,NA,NA,NA
"Brachiopoda Hedeina_crispa","Gorstian",NA,NA,NA,NA
"Brachiopoda Parmorthis_brownsportensis","Gorstian",NA,NA,NA,NA
"Brachiopoda Rhipidomella_henryhousensis","Gorstian",NA,NA,NA,NA
"Brachiopoda Rhipidomella_oklahomensis","Gorstian",NA,NA,NA,NA
"Brachiopoda Schizoramma_hami","Gorstian",NA,NA,NA,NA
"Brachiopoda Sieberella_roemeri","Gorstian",NA,NA,NA,NA
"Brachiopoda Anastrophia_delicata","Gorstian",NA,NA,NA,NA
"Brachiopoda Amsdenostrophiella_prolongata","Gorstian",NA,NA,NA,NA
"Brachiopoda Strophonella_laxiplicata","Gorstian",NA,NA,NA,NA
"Brachiopoda Strophonella_loeblichi","Gorstian",NA,NA,NA,NA
"Brachiopoda Brachyprion_attenuata","Gorstian",NA,NA,NA,NA
"Brachiopoda Leptaenisca_irregularis","Gorstian",NA,NA,NA,NA
"Brachiopoda Fardenia_reedsi","Gorstian",NA,NA,NA,NA
"Brachiopoda Camarotoechia_filistriata","Gorstian",NA,NA,NA,NA
"Brachiopoda Coelospira_saffordi","Gorstian",NA,NA,NA,NA
"Brachiopoda Nanospira_parvula","Gorstian",NA,NA,NA,NA
"Brachiopoda Delthyris_kozlowskii","Gorstian",NA,NA,NA,NA
"Brachiopoda Howellella_henryhousensis","Gorstian",NA,NA,NA,NA
"Brachiopoda Camarotoechia_altisulcata","Gorstian",NA,NA,NA,NA
"Mollusca Nuculites_argentinum","Pridoli",NA,NA,NA,NA
"Mollusca Actinopteria_modesta","Pridoli",NA,NA,NA,NA
"Brachiopoda Howellella_elegans","Pridoli",NA,NA,NA,NA
"Brachiopoda Craniops_implicata","Pridoli",NA,NA,NA,NA
"Brachiopoda Skenidioides_lewisii","Pridoli",NA,NA,NA,NA
"Brachiopoda Tectatrypa_tectiformis","Pridoli",NA,NA,NA,NA
"Brachiopoda Spirigerina_supramarginalis","Pridoli",NA,NA,NA,NA
"Brachiopoda Gracianella_llissumbra","Pridoli",NA,NA,NA,NA
"Brachiopoda Alaskospira_carens","Pridoli",NA,NA,NA,NA
"Brachiopoda Cryptatrypa_triangularis","Pridoli",NA,NA,NA,NA
"Brachiopoda Coelospira_saffordi","Pridoli",NA,NA,NA,NA
"Brachiopoda Stegerhynchus_angaciensis","Pridoli",NA,NA,NA,NA
"Brachiopoda Isorthis_clivosa","Pridoli",NA,NA,NA,NA
"Brachiopoda Jonesea_grayi","Pridoli",NA,NA,NA,NA
"Brachiopoda Decoropugnax_berenice","Pridoli",NA,NA,NA,NA
"Brachiopoda Lissatrypella_kuschvensis","Pridoli",NA,NA,NA,NA
"Brachiopoda Skenidioides_variabilis","Pridoli",NA,NA,NA,NA
"Brachiopoda Tyersella_jubar","Pridoli",NA,NA,NA,NA
"Brachiopoda Salopina_submurifer","Pridoli",NA,NA,NA,NA
"Brachiopoda Aesopomum_prongsi","Pridoli",NA,NA,NA,NA
"Brachiopoda Cryptatrypa_fahraeusi","Pridoli",NA,NA,NA,NA
"Brachiopoda Coelospira_pusilla","Pridoli",NA,NA,NA,NA
"Brachiopoda Gypidula_coeymanensis","Pridoli",NA,NA,NA,NA
"Mollusca Cardiola_interrupta","Pridoli",NA,NA,NA,NA
"Mollusca Butovicella_migrans","Pridoli",NA,NA,NA,NA
"Brachiopoda Protochonetes_minimus","Pridoli",NA,NA,NA,NA
"Mollusca Dualina_striata","Pridoli",NA,NA,NA,NA
"Brachiopoda Mesopholidostrophia_laevigata","Pridoli",NA,NA,NA,NA
"Brachiopoda Glossoleptaena_pixis","Pridoli",NA,NA,NA,NA
"Brachiopoda Dawsonelloides_canadensis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Acrospirifer_murchisoni","Lochkovian",NA,NA,NA,NA
"Brachiopoda Beachia_thunei","Lochkovian",NA,NA,NA,NA
"Brachiopoda Meristella_champlaini","Lochkovian",NA,NA,NA,NA
"Brachiopoda Leptocoelia_flabellites","Lochkovian",NA,NA,NA,NA
"Brachiopoda Discomyorthis_musculosa","Lochkovian",NA,NA,NA,NA
"Brachiopoda Plicoplasia_plicata","Lochkovian",NA,NA,NA,NA
"Brachiopoda Cyrtina_rostrata","Lochkovian",NA,NA,NA,NA
"Brachiopoda Orbiculoidea_montis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Costispirifer_arenosus","Lochkovian",NA,NA,NA,NA
"Mollusca Nuculites_argentinum","Lochkovian",NA,NA,NA,NA
"Mollusca Actinopteria_eschwegei","Lochkovian",NA,NA,NA,NA
"Mollusca Actinopteria_modesta","Lochkovian",NA,NA,NA,NA
"Brachiopoda Parachonetes_verneuilli","Lochkovian",NA,NA,NA,NA
"Brachiopoda Howellella_koneprusensis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Leptaenopyxis_bouei","Lochkovian",NA,NA,NA,NA
"Brachiopoda Nymphorhynchia_pseudolivonica","Lochkovian",NA,NA,NA,NA
"Brachiopoda Stegerhynchus_nympha","Lochkovian",NA,NA,NA,NA
"Brachiopoda Carinatina_comata","Lochkovian","1",NA,"14","58"
"Brachiopoda Schizophoria_provulvaria","Lochkovian",NA,NA,NA,NA
"Brachiopoda Acrospirifer_primaevus","Lochkovian",NA,NA,NA,NA
"Brachiopoda Hysterolites_hystericus","Lochkovian",NA,NA,NA,NA
"Brachiopoda Salopina_submurifer","Lochkovian","5","45.5853085124264","11","69"
"Brachiopoda Schizophoria_protonevadensis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Gypidula_dyerensis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Iridistrophia_thorsteinssoni","Lochkovian",NA,NA,NA,NA
"Brachiopoda Ancillotoechia_magnaplica","Lochkovian",NA,NA,NA,NA
"Brachiopoda Asymmetrochonetes_spinalonga","Lochkovian",NA,NA,NA,NA
"Brachiopoda Machaeraria_obesa","Lochkovian",NA,NA,NA,NA
"Brachiopoda Undispirifer_laeviplicatus","Lochkovian",NA,NA,NA,NA
"Brachiopoda Protocortezorthis_quadriforma","Lochkovian",NA,NA,NA,NA
"Brachiopoda Schizophoria_fossula","Lochkovian","3","23.7673309112818","11","70"
"Brachiopoda Gypidula_pelagica","Lochkovian","4","45.2024910673579","11","71"
"Brachiopoda Iridistrophia_johnsoni","Lochkovian","3","23.7673309112818","11","67"
"Brachiopoda Leptaena_nassichuki","Lochkovian",NA,NA,NA,NA
"Brachiopoda Mesodouvillina_equicosta","Lochkovian",NA,NA,NA,NA
"Brachiopoda Ancillotoechia_gutta","Lochkovian","4","45.2024910673579","11","71"
"Brachiopoda Tadschikia_crassiforma","Lochkovian",NA,NA,NA,NA
"Brachiopoda Atrypa_nieczlaviensis","Lochkovian","3","23.7673309112818","11","71"
"Brachiopoda Arctispira_canadensis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Acanthospirifer_macdonaldi","Lochkovian",NA,NA,NA,NA
"Brachiopoda Barbaestrophia_bieleri","Lochkovian",NA,NA,NA,NA
"Brachiopoda Coelospira_exilicosta","Lochkovian",NA,NA,NA,NA
"Brachiopoda Orientospirifer_wangi","Lochkovian","2","11.2249721603218","13","45"
"Brachiopoda Protathyris_praecursor","Lochkovian",NA,NA,NA,NA
"Brachiopoda Aseptalium_guangxiensis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Orientospirifer_nakaolingensis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Kwangsirhynchus_luijingensis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Leptostrophia_explanata","Lochkovian",NA,NA,NA,NA
"Brachiopoda Atrypa_reticularis","Lochkovian","2","24.1616472994601","14","37"
"Brachiopoda Howellella_digitatoides","Lochkovian",NA,NA,NA,NA
"Brachiopoda Howellella_inchoans","Lochkovian",NA,NA,NA,NA
"Brachiopoda Tenellodermis_microdermis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Spurispirifer_fuscus","Lochkovian",NA,NA,NA,NA
"Brachiopoda Linguopugnoides_carens","Lochkovian",NA,NA,NA,NA
"Brachiopoda Astutorhyncha_astuta","Lochkovian",NA,NA,NA,NA
"Brachiopoda Hebetoechia_hebe","Lochkovian",NA,NA,NA,NA
"Brachiopoda Hebetoechia_ornatrix","Lochkovian",NA,NA,NA,NA
"Brachiopoda Hebetoechia_compta","Lochkovian",NA,NA,NA,NA
"Brachiopoda Plectodonta_mimica","Lochkovian",NA,NA,NA,NA
"Brachiopoda Leptagonia_relicta","Lochkovian",NA,NA,NA,NA
"Brachiopoda Glossoleptaena_emarginata","Lochkovian",NA,NA,NA,NA
"Brachiopoda Glossoleptaena_skalicensis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Iridistrophia_iris","Lochkovian",NA,NA,NA,NA
"Brachiopoda Areostrophia_interjecta","Lochkovian",NA,NA,NA,NA
"Brachiopoda Areostrophia_nigra","Lochkovian",NA,NA,NA,NA
"Brachiopoda Strophochonetes_lanx","Lochkovian",NA,NA,NA,NA
"Brachiopoda Lingula_nigricans","Lochkovian",NA,NA,NA,NA
"Brachiopoda Orbiculoidea_intermedia","Lochkovian",NA,NA,NA,NA
"Brachiopoda Havlicekia_miopleura","Lochkovian",NA,NA,NA,NA
"Brachiopoda Havlicekia_amarantha","Lochkovian",NA,NA,NA,NA
"Brachiopoda Havlicekia_quasitogata","Lochkovian",NA,NA,NA,NA
"Brachiopoda Cyrtinopsis_inflectens","Lochkovian",NA,NA,NA,NA
"Brachiopoda Lanceomyonia_borealiformis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Lanceomyonia_confinis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Plethorhyncha_diana","Lochkovian",NA,NA,NA,NA
"Brachiopoda Plethorhyncha_altera","Lochkovian",NA,NA,NA,NA
"Brachiopoda Glossoleptaena_prominens","Lochkovian",NA,NA,NA,NA
"Brachiopoda Leptostrophia_index","Lochkovian",NA,NA,NA,NA
"Brachiopoda Barbaestrophia_praestans","Lochkovian",NA,NA,NA,NA
"Brachiopoda Mesodouvillina_ivanensis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Mesodouvillina_costatula","Lochkovian",NA,NA,NA,NA
"Brachiopoda Strophonella_plasi","Lochkovian",NA,NA,NA,NA
"Brachiopoda Iridistrophia_umbella","Lochkovian",NA,NA,NA,NA
"Brachiopoda Skenidioides_famulus","Lochkovian",NA,NA,NA,NA
"Brachiopoda Resserella_walmsleyi","Lochkovian",NA,NA,NA,NA
"Brachiopoda Parmorthina_protopragensis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Isorthis_svatojanica","Lochkovian",NA,NA,NA,NA
"Brachiopoda Dalejina_austera","Lochkovian",NA,NA,NA,NA
"Brachiopoda Dubaria_megaera","Lochkovian",NA,NA,NA,NA
"Brachiopoda Nabarredia_minor","Lochkovian",NA,NA,NA,NA
"Brachiopoda Hysterolites_nerei","Lochkovian",NA,NA,NA,NA
"Brachiopoda Myriospirifer_myriofila","Lochkovian",NA,NA,NA,NA
"Brachiopoda Havlicekia_secans","Lochkovian",NA,NA,NA,NA
"Brachiopoda Quadrithyris_robusta","Lochkovian","1",NA,"14","55"
"Brachiopoda Quadrithyris_minuens","Lochkovian",NA,NA,NA,NA
"Brachiopoda Candispirifer_candidus","Lochkovian",NA,NA,NA,NA
"Brachiopoda Eoreticularia_indifferens","Lochkovian",NA,NA,NA,NA
"Brachiopoda Latonotoechia_latona","Lochkovian",NA,NA,NA,NA
"Brachiopoda Sicorhyncha_trinacria","Lochkovian",NA,NA,NA,NA
"Brachiopoda Hebetoechia_nitidula","Lochkovian",NA,NA,NA,NA
"Brachiopoda Uncinulus_maledictus","Lochkovian",NA,NA,NA,NA
"Brachiopoda Glossinotoechia_princeps","Lochkovian",NA,NA,NA,NA
"Brachiopoda Glossinotoechia_gibba","Lochkovian",NA,NA,NA,NA
"Brachiopoda Glossinotoechia_surgens","Lochkovian",NA,NA,NA,NA
"Brachiopoda Leptagonia_goldfussiana","Lochkovian",NA,NA,NA,NA
"Brachiopoda Cymostrophia_stephani","Lochkovian",NA,NA,NA,NA
"Brachiopoda Gorgostrophia_neutra","Lochkovian",NA,NA,NA,NA
"Brachiopoda Protoleptostrophia_mollis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Rhytistrophia_sowerbyi","Lochkovian",NA,NA,NA,NA
"Brachiopoda Iridistrophia_eodevonica","Lochkovian",NA,NA,NA,NA
"Brachiopoda Areostrophia_distorta","Lochkovian",NA,NA,NA,NA
"Brachiopoda Aesopomum_aesopeum","Lochkovian",NA,NA,NA,NA
"Brachiopoda Miniprokopia_miniconcha","Lochkovian",NA,NA,NA,NA
"Brachiopoda Isorthis_pinguissima","Lochkovian",NA,NA,NA,NA
"Brachiopoda Sieberella_sieberi","Lochkovian",NA,NA,NA,NA
"Brachiopoda Rhynchospirina_haidingeri","Lochkovian",NA,NA,NA,NA
"Brachiopoda Caplinoplia_embryo","Lochkovian",NA,NA,NA,NA
"Brachiopoda Ambocoelia_operculifera","Lochkovian",NA,NA,NA,NA
"Brachiopoda Cingulodermis_fortissimus","Lochkovian",NA,NA,NA,NA
"Brachiopoda Astutorhyncha_simulans","Lochkovian",NA,NA,NA,NA
"Brachiopoda Linguopugnoides_praecox","Lochkovian",NA,NA,NA,NA
"Brachiopoda Markitoechia_omissa","Lochkovian",NA,NA,NA,NA
"Brachiopoda Monadotoechia_monas","Lochkovian",NA,NA,NA,NA
"Brachiopoda Caplinoplia_pragensis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Xenomartinia_monosepta","Lochkovian",NA,NA,NA,NA
"Brachiopoda Bisinocoelia_bisinuata","Lochkovian",NA,NA,NA,NA
"Brachiopoda Quasimartinia_rectimarginate","Lochkovian",NA,NA,NA,NA
"Brachiopoda Cingulodermis_cinctus","Lochkovian",NA,NA,NA,NA
"Brachiopoda Rugoleptaena_zinkeni","Lochkovian",NA,NA,NA,NA
"Brachiopoda Skenidioides_suburbanus","Lochkovian",NA,NA,NA,NA
"Brachiopoda Prokopia_bouskai","Lochkovian",NA,NA,NA,NA
"Brachiopoda Dicoelosia_dimera","Lochkovian",NA,NA,NA,NA
"Brachiopoda Dictyonella_branikensis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Atrypa_verneuiliana","Lochkovian",NA,NA,NA,NA
"Brachiopoda Bifida_lepida","Lochkovian",NA,NA,NA,NA
"Brachiopoda Nucleospira_inelegans","Lochkovian",NA,NA,NA,NA
"Brachiopoda Homoeospira_decurio","Lochkovian",NA,NA,NA,NA
"Brachiopoda Cingulodermis_superstes","Lochkovian",NA,NA,NA,NA
"Brachiopoda Dalejodiscus_subcomitans","Lochkovian",NA,NA,NA,NA
"Brachiopoda Dalejina_hanusi","Lochkovian",NA,NA,NA,NA
"Brachiopoda Merista_passer","Lochkovian",NA,NA,NA,NA
"Brachiopoda Spirigerina_barkolensis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Spirigerina_supramarginalis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Carinatina_prolowtherensis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Reticulatrypa_bella","Lochkovian",NA,NA,NA,NA
"Brachiopoda Gypidula_yulinensis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Vagrania_yangi","Lochkovian",NA,NA,NA,NA
"Brachiopoda Macropleura_sinensis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Cyrtina_praecedens","Lochkovian",NA,NA,NA,NA
"Brachiopoda Grayina_magnifica","Lochkovian","2","32.4382415747218","10","64"
"Brachiopoda Schizophoria_sulcata","Lochkovian","1",NA,"14","58"
"Brachiopoda Howellella_mercuri","Lochkovian","3","24.7809372560587","13","52"
"Brachiopoda Carinatina_corrumarginata","Lochkovian",NA,NA,NA,NA
"Brachiopoda Reticulatrypa_subquadrata","Lochkovian",NA,NA,NA,NA
"Brachiopoda Quadrithyrina_typica","Lochkovian",NA,NA,NA,NA
"Brachiopoda Dolerorthis_zhongnanensis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Schizophoria_lianghetangensis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Machaeraria_formosa","Lochkovian",NA,NA,NA,NA
"Brachiopoda Nikiforovaena_guangxiensis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Macropleura_mucroniformis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Nucleospira_ventricosa","Lochkovian",NA,NA,NA,NA
"Brachiopoda Clorinda_pseudolinguifera","Lochkovian",NA,NA,NA,NA
"Brachiopoda Howellella_laeviplicata","Lochkovian",NA,NA,NA,NA
"Brachiopoda Platyorthis_cimex","Lochkovian",NA,NA,NA,NA
"Brachiopoda Salopina_lunata","Lochkovian",NA,NA,NA,NA
"Brachiopoda Skenidioides_lewisii","Lochkovian",NA,NA,NA,NA
"Brachiopoda Shaleria_ornatella","Lochkovian",NA,NA,NA,NA
"Mollusca Nuculites_oblongatus","Lochkovian",NA,NA,NA,NA
"Brachiopoda Camarotoechia_nucula","Lochkovian",NA,NA,NA,NA
"Brachiopoda Spinatrypina_bella","Lochkovian",NA,NA,NA,NA
"Brachiopoda Gypidula_optata","Lochkovian",NA,NA,NA,NA
"Brachiopoda Dicoelosia_biloba","Lochkovian",NA,NA,NA,NA
"Brachiopoda Ivdelinia_procerula","Lochkovian",NA,NA,NA,NA
"Brachiopoda Ivdelinia_petropavlowskiensis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Clorindina_vijaica","Lochkovian",NA,NA,NA,NA
"Brachiopoda Linguopugnoides_paulus","Lochkovian",NA,NA,NA,NA
"Brachiopoda Uncinulus_gurjevskensis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Glossinulus_gracianovae","Lochkovian",NA,NA,NA,NA
"Brachiopoda Decoropugnax_berenice","Lochkovian",NA,NA,NA,NA
"Brachiopoda Atrypopsis_thetis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Atrypinella_losvensis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Karpinskia_vagranensis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Ivdelinia_lahuseni","Lochkovian",NA,NA,NA,NA
"Brachiopoda Gypidula_problematica","Lochkovian",NA,NA,NA,NA
"Brachiopoda Gypidula_mutabilis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Sphaerirhynchia_vagranica","Lochkovian",NA,NA,NA,NA
"Brachiopoda Clorindina_toschemkensis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Anastrophia_magnifica","Lochkovian",NA,NA,NA,NA
"Brachiopoda Eospirifer_togatus","Lochkovian",NA,NA,NA,NA
"Brachiopoda Clorindina_arataeformis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Nymphorhynchia_nympha","Lochkovian","2","23.49238599246","10","64"
"Brachiopoda Ogilviella_rotunda","Lochkovian",NA,NA,NA,NA
"Brachiopoda Mutationella_podolica","Lochkovian",NA,NA,NA,NA
"Brachiopoda Karpinskia_conjugula","Lochkovian",NA,NA,NA,NA
"Brachiopoda Chonetes_unkelensis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Rhenorensselaeria_strigiceps","Lochkovian",NA,NA,NA,NA
"Brachiopoda Rhenorensselaeria_demerathia","Lochkovian",NA,NA,NA,NA
"Brachiopoda Oligoptycherhynchus_daleidensis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Arduspirifer_arduennensis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Coelospira_concava","Lochkovian",NA,NA,NA,NA
"Brachiopoda Talentella_submurifer","Lochkovian",NA,NA,NA,NA
"Brachiopoda Ancillotoechia_infelix","Lochkovian",NA,NA,NA,NA
"Brachiopoda Spirigerina_marginaliformis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Nucleospira_laevigata","Lochkovian","2","23.49238599246","10","64"
"Brachiopoda Skenidioides_variabilis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Aesopomum_varistriata","Lochkovian","2","23.49238599246","10","64"
"Brachiopoda Desquamatia_filistriata","Lochkovian","2","23.49238599246","10","64"
"Brachiopoda Tyersella_jubar","Lochkovian",NA,NA,NA,NA
"Brachiopoda Aesopomum_regularis","Lochkovian","2","23.49238599246","10","64"
"Brachiopoda Machaeraria_paraformosus","Lochkovian",NA,NA,NA,NA
"Brachiopoda Reticulatrypa_norrisi","Lochkovian",NA,NA,NA,NA
"Brachiopoda Phragmostrophia_mucronatus","Lochkovian","2","23.49238599246","10","64"
"Brachiopoda Thliborhynchia_pedderi","Lochkovian",NA,NA,NA,NA
"Brachiopoda Toquimaella_kayi","Lochkovian",NA,NA,NA,NA
"Brachiopoda Dolerorthis_borealis","Lochkovian",NA,NA,NA,NA
"Brachiopoda Cortezorthis_norfordi","Lochkovian","2","23.49238599246","10","64"
"Brachiopoda Gypidula_thorsteinssoni","Lochkovian","3","43.1978679782068","11","71"
"Brachiopoda Atrypa_aspiformis","Lochkovian","2","23.49238599246","10","64"
"Brachiopoda Plicoplasia_acutiplicata","Lochkovian","2","23.49238599246","10","64"
"Brachiopoda Thliborhynchia_kerri","Lochkovian",NA,NA,NA,NA
"Brachiopoda Werneckeella_hartensis","Lochkovian","1",NA,"10","64"
"Brachiopoda Cortezorthis_perryi","Lochkovian","1",NA,"10","64"
"Brachiopoda Gypidula_boucoti","Lochkovian","1",NA,"10","64"
"Brachiopoda Atrypa_virilicosta","Lochkovian","1",NA,"10","64"
"Brachiopoda Spinatrypa_echinocostata","Lochkovian",NA,NA,NA,NA
"Brachiopoda Davidsoniatrypa_johnsoni","Lochkovian","1",NA,"10","64"
"Brachiopoda Mesodouvillina_stelcki","Lochkovian","1",NA,"10","64"
"Brachiopoda Latonotoechia_ludvigseni","Lochkovian","1",NA,"10","64"
"Brachiopoda Plicocyrtina_sinuplicata","Lochkovian",NA,NA,NA,NA
"Brachiopoda Hipparionyx_minor","Lochkovian",NA,NA,NA,NA
"Brachiopoda Cyrtina_heteroclita","Lochkovian",NA,NA,NA,NA
