"sp","bin","n_oc","mst","n_suitable","species_count"
"Mollusca Periploma_japonica","Albian",NA,NA,NA,NA
"Mollusca Pterotrigonia_ogawai","Albian",NA,NA,NA,NA
"Mollusca Pachythaerus_nagaoi","Albian",NA,NA,NA,NA
"Mollusca Glycymeris_goshonouraensis","Albian",NA,NA,NA,NA
"Mollusca Anthonya_japonica","Albian",NA,NA,NA,NA
"Mollusca Pterotrigonia_obsoleta","Albian",NA,NA,NA,NA
"Mollusca Pterotrigonia_sakakurai","Albian",NA,NA,NA,NA
"Mollusca Crassostrea_kawauchidensis","Albian",NA,NA,NA,NA
"Mollusca Pterotrigonia_amakusensis","Albian",NA,NA,NA,NA
"Mollusca Integricardium_seikaianum","Albian",NA,NA,NA,NA
"Mollusca Tetoria_shishijimensis","Albian",NA,NA,NA,NA
"Mollusca Tetoria_matsumotoi","Albian",NA,NA,NA,NA
"Mollusca Matsumotoa_unisulcata","Albian",NA,NA,NA,NA
"Mollusca Septifer_mifunensis","Albian",NA,NA,NA,NA
"Mollusca Brachidontes_mashikensis","Albian",NA,NA,NA,NA
"Mollusca Anomia_foldia","Albian",NA,NA,NA,NA
"Mollusca Nemocardium_kyushuensis","Albian",NA,NA,NA,NA
"Mollusca Linearia_cancerata","Albian",NA,NA,NA,NA
"Mollusca Linearia_ovaloida","Albian",NA,NA,NA,NA
"Mollusca Eomiodon_matsubasensis","Albian",NA,NA,NA,NA
"Mollusca Costocyrena_mifunensis","Albian",NA,NA,NA,NA
"Mollusca Pseudasaphis_japonica","Albian",NA,NA,NA,NA
"Mollusca Pulsidis_okadai","Albian",NA,NA,NA,NA
"Mollusca Nipponicorbula_mifunensis","Albian",NA,NA,NA,NA
"Mollusca Pterotrigonia_dilapsa","Albian",NA,NA,NA,NA
"Mollusca Neithea_coquandi","Albian",NA,NA,NA,NA
"Mollusca Neithea_alpina","Albian",NA,NA,NA,NA
"Mollusca Lima_utahensis","Albian",NA,NA,NA,NA
"Brachiopoda Cyclothyris_americana","Albian",NA,NA,NA,NA
"Brachiopoda Capillarina_diversa","Albian",NA,NA,NA,NA
"Mollusca Amphidonte_boussingaulti","Albian",NA,NA,NA,NA
"Mollusca Inoceramus_pictus","Cenomanian",NA,NA,NA,NA
"Mollusca Pycnodonte_newberryi","Cenomanian",NA,NA,NA,NA
"Mollusca Exogyra_acroumbonata","Cenomanian",NA,NA,NA,NA
"Mollusca Inoceramus_corpulentus","Cenomanian",NA,NA,NA,NA
"Mollusca Pterotrigonia_vaelsiensis","Cenomanian","1",NA,"16","27"
"Mollusca Legumen_ellipticum","Cenomanian",NA,NA,NA,NA
"Brachiopoda Costerymnaria_italica","Cenomanian",NA,NA,NA,NA
"Mollusca Cucullaea_ezoensis","Cenomanian",NA,NA,NA,NA
"Mollusca Crenella_gyliakina","Cenomanian",NA,NA,NA,NA
"Mollusca Pseudoptera_acuticarinata","Cenomanian",NA,NA,NA,NA
"Mollusca Inoceramus_yabei","Cenomanian",NA,NA,NA,NA
"Mollusca Matsumotoa_unisulcata","Cenomanian",NA,NA,NA,NA
"Mollusca Matsumotoa_japonica","Cenomanian",NA,NA,NA,NA
"Mollusca Glycymeris_hokkaidoensis","Cenomanian",NA,NA,NA,NA
"Mollusca Inoceramus_concentricus","Cenomanian",NA,NA,NA,NA
"Mollusca Steinmanella_lymani","Cenomanian",NA,NA,NA,NA
"Mollusca Pterotrigonia_longiloba","Cenomanian",NA,NA,NA,NA
"Mollusca Steinmanella_ainuana","Cenomanian",NA,NA,NA,NA
"Mollusca Steinmanella_jimboi","Cenomanian",NA,NA,NA,NA
"Mollusca Apiotrigonia_minor","Cenomanian",NA,NA,NA,NA
"Mollusca Glycymeris_mifunensis","Cenomanian",NA,NA,NA,NA
"Mollusca Apiotrigonia_subovalis","Cenomanian",NA,NA,NA,NA
"Mollusca Pterotrigonia_hokkaidoana","Cenomanian",NA,NA,NA,NA
"Mollusca Pterotrigonia_brevicula","Cenomanian",NA,NA,NA,NA
"Mollusca Pterotrigonia_sakakurai","Cenomanian",NA,NA,NA,NA
"Mollusca Pterotrigonia_dilapsa","Cenomanian",NA,NA,NA,NA
"Mollusca Pterotrigonia_ogawai","Cenomanian",NA,NA,NA,NA
"Mollusca Pterotrigonia_pustulosa","Cenomanian",NA,NA,NA,NA
"Mollusca Pterotrigonia_yeharai","Cenomanian",NA,NA,NA,NA
"Mollusca Pterotrigonia_mashikensis","Cenomanian",NA,NA,NA,NA
"Mollusca Pterotrigonia_obsoleta","Cenomanian",NA,NA,NA,NA
"Mollusca Pterotrigonia_kobayashii","Cenomanian",NA,NA,NA,NA
"Mollusca Thetis_japonica","Cenomanian",NA,NA,NA,NA
"Mollusca Pterotrigonia_higoensis","Cenomanian",NA,NA,NA,NA
"Mollusca Pterotrigonia_mifunensis","Cenomanian",NA,NA,NA,NA
"Mollusca Pachythaerus_nagaoi","Cenomanian",NA,NA,NA,NA
"Mollusca Anthonya_apicalis","Cenomanian",NA,NA,NA,NA
"Mollusca Anthonya_japonica","Cenomanian",NA,NA,NA,NA
"Mollusca Cymbophora_ezoensis","Cenomanian",NA,NA,NA,NA
"Mollusca Meekia_hokkaidoana","Cenomanian",NA,NA,NA,NA
"Mollusca Pseudasaphis_japonica","Cenomanian",NA,NA,NA,NA
"Mollusca Aphrodina_pseudoplana","Cenomanian",NA,NA,NA,NA
"Mollusca Pulsidis_higoensis","Cenomanian",NA,NA,NA,NA
"Mollusca Pulsidis_okadai","Cenomanian",NA,NA,NA,NA
"Mollusca Nipponicorbula_mifunensis","Cenomanian",NA,NA,NA,NA
"Mollusca Gervillia_metaforbesiana","Cenomanian",NA,NA,NA,NA
"Mollusca Rhynchostreon_mermeti","Cenomanian",NA,NA,NA,NA
"Mollusca Ilymatogyra_africana","Cenomanian",NA,NA,NA,NA
"Mollusca Exogyra_olisiponensis","Cenomanian",NA,NA,NA,NA
"Brachiopoda Nucleatina_biplicata","Cenomanian",NA,NA,NA,NA
"Mollusca Rastellum_carinatum","Cenomanian",NA,NA,NA,NA
"Mollusca Rhynchostreon_suborbiculatum","Cenomanian","2","27.6107067357986","14","33"
"Brachiopoda Gemmarcula_menardi","Cenomanian",NA,NA,NA,NA
"Mollusca Ichthyosarcolites_triangularis","Cenomanian",NA,NA,NA,NA
"Mollusca Arca_carteroni","Cenomanian",NA,NA,NA,NA
"Mollusca Pinna_decussata","Cenomanian","1",NA,"15","48"
"Mollusca Gervillaria_alaeformis","Cenomanian",NA,NA,NA,NA
"Mollusca Plagiostoma_hoernesi","Cenomanian",NA,NA,NA,NA
"Mollusca Sphaera_corrugata","Cenomanian","1",NA,"15","49"
"Mollusca Eriphyla_striata","Cenomanian",NA,NA,NA,NA
"Mollusca Granocardium_productum","Cenomanian","1",NA,"15","46"
"Mollusca Protocardia_hillana","Cenomanian",NA,NA,NA,NA
"Mollusca Pleuromya_ligeriensis","Cenomanian",NA,NA,NA,NA
"Mollusca Inoperna_flagellifera","Cenomanian",NA,NA,NA,NA
"Mollusca Pseudoptera_glabra","Cenomanian",NA,NA,NA,NA
"Mollusca Neithea_aequicostata","Cenomanian","1",NA,"13","24"
"Mollusca Rhynchostreon_plicatulum","Cenomanian",NA,NA,NA,NA
"Mollusca Nanonavis_carinata","Cenomanian",NA,NA,NA,NA
"Mollusca Pinna_cretacea","Cenomanian",NA,NA,NA,NA
"Mollusca Plicatula_inflata","Cenomanian",NA,NA,NA,NA
"Mollusca Entolium_membranaceum","Cenomanian",NA,NA,NA,NA
"Mollusca Pycnodonte_vesicularis","Cenomanian","1",NA,"15","45"
"Mollusca Panopea_mandibula","Cenomanian",NA,NA,NA,NA
"Mollusca Caprina_baylei","Cenomanian","5","25.8784630781799","13","27"
"Mollusca Caprina_schiosensis","Cenomanian","4","25.9504150922243","13","27"
"Mollusca Caprina_leptoteca","Cenomanian","2","9.90959131347","13","23"
"Mollusca Ichthyosarcolites_bicarinatus","Cenomanian","4","25.9504150922243","12","27"
"Mollusca Pterotrigonia_monobeana","Cenomanian",NA,NA,NA,NA
"Mollusca Goshoraia_crenulata","Cenomanian",NA,NA,NA,NA
"Mollusca Periploma_japonica","Cenomanian",NA,NA,NA,NA
"Mollusca Tepeyacia_corrugata","Cenomanian",NA,NA,NA,NA
"Mollusca Coalcomana_ramosa","Cenomanian",NA,NA,NA,NA
"Mollusca Caprinuloidea_perfecta","Cenomanian",NA,NA,NA,NA
"Mollusca Apricardia_carantonensis","Cenomanian","3","22.8949263374218","13","24"
"Mollusca Chondrodonta_joannae","Cenomanian","3","23.3970947653495","13","27"
"Mollusca Chondrodonta_munsoni","Cenomanian","2","19.6895052709403","12","27"
"Mollusca Neocaprina_gigantea","Cenomanian","4","24.7361399133815","13","27"
"Mollusca Neocaprina_nanosi","Cenomanian","4","24.7361399133815","13","24"
"Mollusca Sphaerucaprina_forojuliensis","Cenomanian","4","20.2915604536556","13","27"
"Mollusca Schiosia_schiosensis","Cenomanian","3","14.9733095873958","13","27"
"Mollusca Orthoptychus_striatus","Cenomanian","4","23.925175958308","12","27"
"Mollusca Ichthyosarcolites_poljaki","Cenomanian","3","23.3970947653495","13","27"
"Mollusca Ichthyosarcolites_rotundus","Cenomanian","3","14.9733095873958","13","27"
"Mollusca Ichthyosarcolites_tricarinatus","Cenomanian","4","23.3172650902441","13","26"
"Mollusca Sauvagesia_nicaisei","Cenomanian","3","14.9733095873958","13","26"
"Mollusca Sauvagesia_sharpei","Cenomanian","3","14.9733095873958","13","23"
"Mollusca Ichthyosarcolites_monocarinatus","Cenomanian","3","22.8949263374218","13","27"
"Mollusca Eoradiolites_liratus","Cenomanian","1",NA,"12","26"
"Mollusca Amphidonte_conica","Cenomanian",NA,NA,NA,NA
"Brachiopoda Terebratulina_striata","Cenomanian",NA,NA,NA,NA
"Mollusca Neithea_sexcostata","Cenomanian",NA,NA,NA,NA
"Mollusca Birostrina_concentrica","Cenomanian",NA,NA,NA,NA
"Mollusca Tethyoceramus_madagascariensis","Cenomanian",NA,NA,NA,NA
"Mollusca Inoceramus_nukeus","Cenomanian",NA,NA,NA,NA
"Mollusca Inoceramus_opetius","Cenomanian",NA,NA,NA,NA
"Mollusca Praeradiolites_fleuriausus","Cenomanian","2","28.0285568661678","12","26"
"Mollusca Septifer_mifunensis","Cenomanian",NA,NA,NA,NA
"Mollusca Acila_hokkaidoensis","Cenomanian",NA,NA,NA,NA
"Mollusca Tetoria_shishijimensis","Cenomanian",NA,NA,NA,NA
"Mollusca Tetoria_matsumotoi","Cenomanian",NA,NA,NA,NA
"Mollusca Brachidontes_mashikensis","Cenomanian",NA,NA,NA,NA
"Mollusca Anomia_foldia","Cenomanian",NA,NA,NA,NA
"Mollusca Crassostrea_kawauchidensis","Cenomanian",NA,NA,NA,NA
"Mollusca Nemocardium_kyushuensis","Cenomanian",NA,NA,NA,NA
"Mollusca Linearia_cancerata","Cenomanian",NA,NA,NA,NA
"Mollusca Linearia_ovaloida","Cenomanian",NA,NA,NA,NA
"Mollusca Eomiodon_matsubasensis","Cenomanian",NA,NA,NA,NA
"Mollusca Costocyrena_mifunensis","Cenomanian",NA,NA,NA,NA
"Mollusca Pterotrigonia_amakusensis","Cenomanian",NA,NA,NA,NA
"Mollusca Tetoria_inflata","Cenomanian",NA,NA,NA,NA
"Mollusca Integricardium_seikaianum","Cenomanian",NA,NA,NA,NA
"Mollusca Amphidonte_flabellatum","Cenomanian","1",NA,"15","40"
"Mollusca Gyrostrea_antwani","Cenomanian",NA,NA,NA,NA
"Mollusca Laevigyra_luynesi","Cenomanian",NA,NA,NA,NA
"Mollusca Ctenoides_tectus","Cenomanian","1",NA,"14","28"
"Mollusca Lyriochlamys_ternata","Cenomanian","1",NA,"14","31"
"Brachiopoda Terebratulina_protostriatula","Cenomanian",NA,NA,NA,NA
"Brachiopoda Modestella_geinitzi","Cenomanian",NA,NA,NA,NA
"Mollusca Distefanella_bassanii","Cenomanian",NA,NA,NA,NA
"Mollusca Schiosia_carinatoformis","Cenomanian","3","20.437584282119","12","27"
"Mollusca Sphaerulites_foliaceus","Cenomanian","2","17.9001129783026","12","30"
"Mollusca Glycymeris_pacificus","Cenomanian",NA,NA,NA,NA
"Mollusca Cymbophora_ashburnerii","Cenomanian",NA,NA,NA,NA
"Mollusca Ilymatogyra_pseudoafricana","Cenomanian","1",NA,"14","35"
"Mollusca Pycnodonte_newberryi","Turonian",NA,NA,NA,NA
"Mollusca Mytiloides_opalensis","Turonian",NA,NA,NA,NA
"Mollusca Mytiloides_mytiloides","Turonian",NA,NA,NA,NA
"Mollusca Pycnodonte_vesicularis","Turonian",NA,NA,NA,NA
"Mollusca Rhynchostreon_suborbiculatum","Turonian",NA,NA,NA,NA
"Mollusca Inoceramus_teshioensis","Turonian",NA,NA,NA,NA
"Mollusca Inoceramus_cuvieri","Turonian",NA,NA,NA,NA
"Mollusca Cucullaea_ezoensis","Turonian",NA,NA,NA,NA
"Mollusca Crenella_gyliakina","Turonian",NA,NA,NA,NA
"Mollusca Pseudoptera_acuticarinata","Turonian",NA,NA,NA,NA
"Mollusca Glycymeris_hokkaidoensis","Turonian",NA,NA,NA,NA
"Mollusca Acila_hokkaidoensis","Turonian",NA,NA,NA,NA
"Mollusca Inoceramus_tenuirostratus","Turonian",NA,NA,NA,NA
"Mollusca Inoceramus_incertus","Turonian",NA,NA,NA,NA
"Mollusca Steinmanella_lymani","Turonian",NA,NA,NA,NA
"Mollusca Steinmanella_ainuana","Turonian",NA,NA,NA,NA
"Mollusca Steinmanella_jimboi","Turonian",NA,NA,NA,NA
"Mollusca Apiotrigonia_minor","Turonian",NA,NA,NA,NA
"Mollusca Apiotrigonia_subovalis","Turonian",NA,NA,NA,NA
"Mollusca Pterotrigonia_brevicula","Turonian",NA,NA,NA,NA
"Mollusca Pterotrigonia_longiloba","Turonian",NA,NA,NA,NA
"Mollusca Pterotrigonia_kobayashii","Turonian",NA,NA,NA,NA
"Mollusca Thetis_japonica","Turonian",NA,NA,NA,NA
"Mollusca Anthonya_apicalis","Turonian",NA,NA,NA,NA
"Mollusca Anthonya_japonica","Turonian",NA,NA,NA,NA
"Mollusca Cymbophora_ezoensis","Turonian",NA,NA,NA,NA
"Mollusca Meekia_hokkaidoana","Turonian",NA,NA,NA,NA
"Mollusca Aphrodina_pseudoplana","Turonian",NA,NA,NA,NA
"Mollusca Pecten_cowperi","Turonian",NA,NA,NA,NA
"Mollusca Glycymeris_shastensis","Turonian",NA,NA,NA,NA
"Mollusca Mytiloides_labiatus","Turonian",NA,NA,NA,NA
"Mollusca Distefanella_lombricalis","Turonian",NA,NA,NA,NA
"Mollusca Eoradiolites_colubrinus","Turonian",NA,NA,NA,NA
"Mollusca Amphidonte_conica","Turonian",NA,NA,NA,NA
"Mollusca Flaventia_lens","Turonian",NA,NA,NA,NA
"Mollusca Syncyclonema_operculiformis","Turonian",NA,NA,NA,NA
"Mollusca Pterotrigonia_klamathonia","Turonian",NA,NA,NA,NA
"Mollusca Glossus_delta","Turonian",NA,NA,NA,NA
"Mollusca Inoperna_bellarugosa","Turonian",NA,NA,NA,NA
"Mollusca Glycymeris_pacificus","Turonian",NA,NA,NA,NA
"Mollusca Pinna_calamitoides","Turonian",NA,NA,NA,NA
"Mollusca Modiolus_siskiyouensis","Turonian",NA,NA,NA,NA
"Mollusca Limopsis_silveradoensis","Turonian",NA,NA,NA,NA
"Mollusca Eriphyla_lapidus","Turonian",NA,NA,NA,NA
"Mollusca Corbula_parilis","Turonian",NA,NA,NA,NA
"Mollusca Pseudoperna_toxidonta","Turonian",NA,NA,NA,NA
"Mollusca Inoceramus_parvus","Turonian",NA,NA,NA,NA
"Mollusca Inoceramus_mytiloidiformis","Turonian",NA,NA,NA,NA
"Mollusca Hippurites_resectus","Turonian",NA,NA,NA,NA
"Mollusca Vaccinites_rousseli","Turonian",NA,NA,NA,NA
"Mollusca Vaccinites_praegiganteus","Turonian",NA,NA,NA,NA
"Mollusca Biradiolites_angulosus","Turonian",NA,NA,NA,NA
"Mollusca Willimactra_putida","Turonian",NA,NA,NA,NA
"Mollusca Inoceramus_vancouverensis","Turonian",NA,NA,NA,NA
"Mollusca Inoceramus_corpulentus","Turonian",NA,NA,NA,NA
"Mollusca Ilymatogyra_pseudoafricana","Turonian",NA,NA,NA,NA
"Mollusca Amphidonte_obliquata","Turonian",NA,NA,NA,NA
"Mollusca Gyrostrea_antwani","Turonian",NA,NA,NA,NA
"Mollusca Astarte_similis","Turonian",NA,NA,NA,NA
"Mollusca Durania_gaensis","Turonian",NA,NA,NA,NA
"Mollusca Granocardium_productum","Turonian",NA,NA,NA,NA
"Mollusca Radiolites_lusitanicus","Turonian",NA,NA,NA,NA
"Mollusca Bournonia_fourtaui","Turonian",NA,NA,NA,NA
"Mollusca Radiolites_sauvagesi","Turonian",NA,NA,NA,NA
"Mollusca Durania_arnaudi","Turonian",NA,NA,NA,NA
"Mollusca Sphaerulites_patera","Turonian",NA,NA,NA,NA
"Mollusca Hippurites_requieni","Turonian",NA,NA,NA,NA
"Mollusca Vaccinites_petrocoriensis","Turonian",NA,NA,NA,NA
"Mollusca Distefanella_bassanii","Turonian",NA,NA,NA,NA
"Mollusca Radiolites_praesauvagesi","Turonian",NA,NA,NA,NA
"Mollusca Radiolites_trigeri","Turonian",NA,NA,NA,NA
"Mollusca Sauvagesia_sharpei","Turonian",NA,NA,NA,NA
"Mollusca Distefanella_douvillei","Turonian",NA,NA,NA,NA
"Mollusca Distefanella_salmojraghii","Turonian",NA,NA,NA,NA
"Mollusca Pycnodonte_vesicularis","Coniacian","1",NA,"24","62"
"Mollusca Spondylus_spinosus","Coniacian","1",NA,"17","70"
"Mollusca Hyotissa_semiplana","Coniacian",NA,NA,NA,NA
"Mollusca Pseudocucullaea_lens","Coniacian",NA,NA,NA,NA
"Mollusca Inoceramus_erectus","Coniacian",NA,NA,NA,NA
"Mollusca Cremnoceramus_rotundatus","Coniacian",NA,NA,NA,NA
"Mollusca Cremnoceramus waltersdorfensis","Coniacian",NA,NA,NA,NA
"Mollusca Mytiloides_striatoconcentricus","Coniacian",NA,NA,NA,NA
"Mollusca Hippurites_socialis","Coniacian","5","38.3315227168843","23","81"
"Mollusca Hippurites_praecessor","Coniacian","1",NA,"13","75"
"Mollusca Hippurites_sublaevis","Coniacian","1",NA,"13","71"
"Mollusca Plagioptychus_aguilloni","Coniacian","4","34.2325128383987","22","49"
"Mollusca Vaccinites_giganteus","Coniacian","5","25.3537777192276","16","75"
"Mollusca Durania_arnaudi","Coniacian",NA,NA,NA,NA
"Mollusca Vaccinites_sulcatus","Coniacian","4","39.1011988378567","24","79"
"Mollusca Vaccinites_cornuvaccinum","Coniacian","5","40.0935745346831","17","82"
"Mollusca Vaccinites_taburni","Coniacian","3","27.495454169735","12","68"
"Mollusca Cremnoceramus_crassus","Coniacian",NA,NA,NA,NA
"Mollusca Mytiloides_stantoni","Coniacian",NA,NA,NA,NA
"Mollusca Inoceramus_amakusensis","Coniacian",NA,NA,NA,NA
"Mollusca Inoceramus_orientalis","Coniacian",NA,NA,NA,NA
"Mollusca Mytiloides_africanus","Coniacian",NA,NA,NA,NA
"Mollusca Sphenoceramus_naumanni","Coniacian",NA,NA,NA,NA
"Mollusca Inoceramus_japonicus","Coniacian",NA,NA,NA,NA
"Mollusca Acila_hokkaidoensis","Coniacian",NA,NA,NA,NA
"Mollusca Inoceramus_mihoensis","Coniacian",NA,NA,NA,NA
"Mollusca Sphenoceramus_yokoyamai","Coniacian",NA,NA,NA,NA
"Mollusca Acila_demessa","Coniacian",NA,NA,NA,NA
"Mollusca Glycymeris_shastensis","Coniacian",NA,NA,NA,NA
"Mollusca Glycymeris_veatchii","Coniacian",NA,NA,NA,NA
"Mollusca Meekia_sella","Coniacian",NA,NA,NA,NA
"Mollusca Cymbophora_ashburnerii","Coniacian",NA,NA,NA,NA
"Mollusca Inoceramus_subundatus","Coniacian",NA,NA,NA,NA
"Mollusca Tethyoceramus_madagascariensis","Coniacian",NA,NA,NA,NA
"Mollusca Plicatula_ferryi","Coniacian",NA,NA,NA,NA
"Mollusca Plicatula_flattersi","Coniacian",NA,NA,NA,NA
"Mollusca Vaccinites_praesulcatus","Coniacian","2","25.0998007960223","13","56"
"Mollusca Radiolites_sauvagesi","Coniacian","2","27.495454169735","15","54"
"Mollusca Radiolites_mamillaris","Coniacian","2","26.3719102230784","17","55"
"Mollusca Vaccinites_boehmi","Coniacian","3","26.0363630259437","24","70"
"Mollusca Radiolites_aurigerensis","Coniacian","1",NA,"12","60"
"Mollusca Radiolites_radiosus","Coniacian","1",NA,"12","66"
"Mollusca Radiolites_angeiodes","Coniacian","5","40.5954048777283","22","50"
"Mollusca Vaccinites_vredenburgi","Coniacian","3","24.8394846967484","24","49"
"Mollusca Vaccinites_gosaviensis","Coniacian","4","35.7337900390878","20","63"
"Mollusca Pycnodonte_flicki","Coniacian",NA,NA,NA,NA
"Mollusca Nicaisolopha_nicaisei","Coniacian",NA,NA,NA,NA
"Mollusca Platyceramus_cycloides","Coniacian",NA,NA,NA,NA
"Mollusca Plagiostoma_hoernesi","Coniacian",NA,NA,NA,NA
"Mollusca Gorjanovicia_costata","Coniacian",NA,NA,NA,NA
"Mollusca Sauvagesia_meneghiniana","Coniacian","1",NA,"11","68"
"Mollusca Sauvagesia_tenuicostata","Coniacian","4","37.5536414812559","19","72"
"Mollusca Inoceramus_balticus","Coniacian",NA,NA,NA,NA
"Mollusca Nanonavis_sachalinensis","Coniacian",NA,NA,NA,NA
"Mollusca Vaccinites_marticensis","Coniacian","1",NA,"15","65"
"Mollusca Vaccinites_zurcheri","Coniacian","3","39.87820839605","15","55"
"Mollusca Vaccinites_moulinsi","Coniacian","2","12.639122819419","13","69"
"Mollusca Biradiolites_canaliculatus","Coniacian","2","12.639122819419","14","77"
"Mollusca Vaccinites_alpinus","Coniacian","2","38.2658007217776","15","62"
"Mollusca Vaccinites_beaussetensis","Coniacian","1",NA,"13","74"
"Mollusca Vaccinites_chaperi","Coniacian","1",NA,"13","74"
"Mollusca Vaccinites_dentatus","Coniacian","1",NA,"13","74"
"Mollusca Vaccinites_galloprovincialis","Coniacian","1",NA,"13","70"
"Mollusca Hippurites_microstylus","Coniacian","1",NA,"13","75"
"Mollusca Hippuritella_maestrei","Coniacian","1",NA,"13","77"
"Mollusca Hippuritella_carezi","Coniacian","1",NA,"13","75"
"Mollusca Hippurites_matheroni","Coniacian","1",NA,"13","75"
"Mollusca Hippurites_turgidus","Coniacian","1",NA,"13","73"
"Mollusca Radiolites_galloprovincialis","Coniacian","1",NA,"15","57"
"Mollusca Radiolites_squamosus","Coniacian","1",NA,"13","52"
"Mollusca Praeradiolites_plicatus","Coniacian","1",NA,"13","74"
"Mollusca Praeradiolites_coquandi","Coniacian","1",NA,"13","76"
"Mollusca Biradiolites_acuticostatus","Coniacian","2","34.4255298889853","17","80"
"Mollusca Biradiolites_carezi","Coniacian","1",NA,"13","69"
"Mollusca Biradiolites_angulosissimus","Coniacian","4","38.6007580779775","19","74"
"Mollusca Biradiolites_fissicostatus","Coniacian","4","17.9555005499708","24","62"
"Mollusca Monopleura_minuta","Coniacian","1",NA,"13","69"
"Mollusca Pseudoperna_congesta","Coniacian",NA,NA,NA,NA
"Mollusca Vaccinites_inaequicostatus","Coniacian","2","25.3145825419263","13","58"
"Mollusca Vaccinites_oppeli","Coniacian","3","26.9911448445026","13","59"
"Mollusca Mytiloides_lusatiae","Coniacian","1",NA,"22","80"
"Mollusca Inoceramus_koeneni","Coniacian",NA,NA,NA,NA
"Mollusca Inoceramus_schloenbachi","Coniacian",NA,NA,NA,NA
"Mollusca Durania_curasavica","Coniacian",NA,NA,NA,NA
"Mollusca Cremnoceramus_deformis","Coniacian",NA,NA,NA,NA
"Mollusca Magadiceramus_subquadratus","Coniacian","1",NA,"23","52"
"Mollusca Magadiceramus_crenelatus","Coniacian",NA,NA,NA,NA
"Mollusca Magadiceramus_complicatus","Coniacian",NA,NA,NA,NA
"Mollusca Lithophaga_alpina","Coniacian","1",NA,"17","91"
"Mollusca Lapeirousia_pervinquierei","Coniacian","2","26.3719102230784","15","65"
"Mollusca Pinna_decussata","Coniacian","1",NA,"24","47"
"Mollusca Vaccinites_archiaci","Coniacian","2","9.90959131347","16","83"
"Mollusca Radiolites_subradiosus","Coniacian","2","34.4255298889853","17","77"
"Mollusca Distefanella_bassanii","Coniacian","1",NA,"15","55"
"Mollusca Biradiolites_ibericus","Coniacian","1",NA,"13","69"
"Mollusca Durania_austinensis","Coniacian","1",NA,"21","64"
"Mollusca Radiolites_lusitanicus","Coniacian","1",NA,"20","57"
"Mollusca Radiolites_trigeri","Coniacian","1",NA,"15","59"
"Mollusca Radiolites_praesauvagesi","Coniacian","1",NA,"15","67"
"Mollusca Radiolites_styriacus","Coniacian","1",NA,"15","57"
"Mollusca Vaccinites_atheniensis","Coniacian","2","11.2249721603218","15","61"
"Mollusca Vaccinites_praegiganteus","Coniacian","1",NA,"15","61"
"Mollusca Hippuritella_colliciatus","Coniacian","2","11.2249721603218","15","62"
"Mollusca Hippurites_nabresinensis","Coniacian",NA,NA,NA,NA
"Mollusca Vaccinites_vesiculosus","Coniacian","1",NA,"13","54"
"Mollusca Hippurites_heritschi","Coniacian","1",NA,"13","67"
"Mollusca Kuehnia_serbica","Coniacian","1",NA,"13","65"
"Mollusca Gorjanovicia_acuticostata","Coniacian","1",NA,"13","66"
"Mollusca Lapeirousia_zitteli","Coniacian","1",NA,"13","59"
"Mollusca Lapeirousella_orientalis","Coniacian","1",NA,"13","62"
"Mollusca Praeradiolites_requieni","Coniacian","2","19.81918262694","14","72"
"Mollusca Hippurites_resectus","Coniacian","2","12.639122819419","14","70"
"Mollusca Radiolites_praegalloprovincialis","Coniacian","2","12.639122819419","13","72"
"Mollusca Radiolites_vallispetrosae","Coniacian","2","12.639122819419","14","66"
"Mollusca Hippuritella_sarthacensis","Coniacian","1",NA,"13","70"
"Mollusca Fossulites_undaesaltus","Coniacian","1",NA,"13","67"
"Mollusca Radiolites_gastaldianus","Coniacian","1",NA,"13","74"
"Mollusca Praeradiolites_sinuatus","Coniacian","1",NA,"13","59"
"Mollusca Praeradiolites_sarladensis","Coniacian","1",NA,"13","69"
"Mollusca Hippurites_canalicatus","Coniacian","1",NA,"13","76"
"Mollusca Radiolites_spinulatus","Coniacian",NA,NA,NA,NA
"Mollusca Inoceramus_muelleri","Coniacian",NA,NA,NA,NA
"Mollusca Sphenoceramus_lundbrekensis","Coniacian",NA,NA,NA,NA
"Mollusca Platyceramus_platinus","Coniacian",NA,NA,NA,NA
"Mollusca Inoceramus_grandis","Coniacian",NA,NA,NA,NA
"Mollusca Biradiolites_angulosus","Coniacian","1",NA,"17","80"
"Mollusca Plicatula_auressensis","Coniacian",NA,NA,NA,NA
"Mollusca Gyrostrea_vatonnei","Coniacian",NA,NA,NA,NA
"Mollusca Pteria_nebrascana","Coniacian",NA,NA,NA,NA
"Mollusca Inoceramus_coulthardi","Coniacian",NA,NA,NA,NA
"Mollusca Pteria_linguiformis","Coniacian",NA,NA,NA,NA
"Mollusca Mytiloides_labiatus","Coniacian",NA,NA,NA,NA
"Mollusca Magadiceramus_soukupi","Coniacian",NA,NA,NA,NA
"Mollusca Pycnodonte_costei","Coniacian",NA,NA,NA,NA
"Mollusca Gyrostrea_thevestensis","Coniacian",NA,NA,NA,NA
"Mollusca Pterotrigonia_vaelsiensis","Coniacian",NA,NA,NA,NA
"Mollusca Pholadomya_romani","Coniacian",NA,NA,NA,NA
"Mollusca Cucullaea_maresi","Coniacian",NA,NA,NA,NA
"Mollusca Oscillopha_dichotoma","Coniacian",NA,NA,NA,NA
"Mollusca Bournonia_fascicularis","Coniacian","1",NA,"18","59"
